role,coordinate_id,task,framework,public_slot,selected_sessions_per_class,class0_median_request_relative_ns,class1_median_request_relative_ns,class1_minus_class0_request_relative_ns,class0_median_response_send_relative_ns,class1_median_response_send_relative_ns,class1_minus_class0_response_send_relative_ns,class0_median_request_response_latency_ns,class1_median_request_response_latency_ns,class1_minus_class0_request_response_latency_ns
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,23,300,221407711.5,221405159.0,-2552.5,222663488.0,222633772.0,-29716.0,1212559.0,1193544.0,-19015.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,24,300,231499069.5,231504339.0,5269.5,232674383.5,232699800.0,25416.5,1133321.0,1148804.5,15483.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,25,300,241579877.5,241568144.0,-11733.5,242827506.0,242879384.0,51878.0,1213321.0,1240123.0,26802.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,26,300,251659721.0,251635790.0,-23931.0,252902464.0,252915665.5,13201.5,1189585.5,1209966.5,20381.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,27,300,261740163.5,261777259.0,37095.5,262966852.0,262986133.5,19281.5,1176531.5,1195404.5,18873.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,28,300,271838079.5,271840457.5,2378.0,273072697.5,273087991.0,15293.5,1204440.0,1194561.5,-9878.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,29,300,281968459.0,281989922.0,21463.0,283287951.5,283233666.5,-54285.0,1246701.5,1245800.5,-901.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,30,300,292008407.5,291959703.5,-48704.0,293252789.5,293210566.0,-42223.5,1220914.0,1175850.0,-45064.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,31,300,302085752.5,302083130.0,-2622.5,303361486.5,303293297.5,-68189.0,1203880.5,1194279.0,-9601.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,32,300,312175934.5,312166843.5,-9091.0,313372954.5,313372079.5,-875.0,1153048.5,1159791.0,6742.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,33,300,322257384.0,322264824.0,7440.0,323536759.5,323547392.5,10633.0,1251190.0,1245578.0,-5612.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,34,300,332329378.5,332324968.5,-4410.0,333581533.5,333574204.0,-7329.5,1216214.0,1221610.5,5396.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,35,300,342437243.5,342437162.0,-81.5,343704129.5,343700325.5,-3804.0,1184953.5,1179941.0,-5012.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,36,300,352505638.0,352489443.5,-16194.5,353681177.0,353694587.0,13410.0,1171793.5,1143331.0,-28462.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,37,300,362601586.5,362611882.0,10295.5,363854844.5,363834380.5,-20464.0,1206029.0,1182866.0,-23163.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,38,300,372671344.0,372686803.0,15459.0,373930080.5,373935285.0,5204.5,1210074.5,1190888.0,-19186.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,39,300,382764803.0,382784536.5,19733.5,384041582.5,384043016.0,1433.5,1241194.0,1226589.5,-14604.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,40,300,392836510.0,392847508.0,10998.0,394024363.5,394038036.0,13672.5,1126334.0,1156943.5,30609.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,41,300,402928026.5,402948461.0,20434.5,404160214.5,404193478.0,33263.5,1195623.0,1211183.0,15560.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,42,300,413005811.0,413024471.5,18660.5,414276662.5,414232245.0,-44417.5,1197404.5,1204948.0,7543.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,43,300,423104576.5,423116992.5,12416.0,424310987.0,424334498.5,23511.5,1194975.5,1175056.0,-19919.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,44,300,433189101.5,433220526.5,31425.0,434468470.5,434437122.5,-31348.0,1218932.0,1182567.0,-36365.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,45,300,443275738.0,443291026.0,15288.0,444499443.5,444505781.0,6337.5,1188456.5,1191726.5,3270.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,46,300,453372495.0,453394483.0,21988.0,454595740.5,454626409.0,30668.5,1188440.0,1194951.5,6511.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,47,300,463448237.0,463482893.0,34656.0,464681876.0,464716003.0,34127.0,1181257.5,1176692.5,-4565.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,48,300,473515968.0,473557948.0,41980.0,474729944.5,474740503.0,10558.5,1158326.0,1128811.5,-29514.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,49,300,483629041.0,483642409.0,13368.0,484896120.0,484916804.0,20684.0,1195442.5,1185330.5,-10112.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,50,300,493803592.5,493827376.0,23783.5,495222377.5,495161532.5,-60845.0,1372351.5,1345810.0,-26541.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,51,300,503803303.5,503802735.5,-568.0,505042532.5,505054800.5,12268.0,1214523.0,1212704.0,-1819.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,52,300,513900087.5,513907924.5,7837.0,515083737.0,515092002.0,8265.0,1135547.5,1158840.0,23292.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,53,300,523950660.5,523971924.5,21264.0,525180416.0,525248988.0,68572.0,1178296.5,1187072.5,8776.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,54,300,534027461.0,534078211.0,50750.0,535280186.0,535300290.0,20104.0,1187613.5,1182941.0,-4672.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,55,300,544127506.5,544155539.5,28033.0,545430677.5,545417444.5,-13233.0,1236140.5,1237351.0,1210.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,56,300,554251626.0,554255300.5,3674.5,555484243.0,555433997.0,-50246.0,1138959.5,1154776.5,15817.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,57,300,564339805.5,564338816.5,-989.0,565565812.0,565545537.5,-20274.5,1192164.0,1203512.0,11348.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,58,300,574394833.0,574442740.5,47907.5,575640510.5,575706064.0,65553.5,1206315.0,1191193.5,-15121.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,59,300,584492654.0,584534272.5,41618.5,585685878.5,585778280.0,92401.5,1184593.5,1192091.5,7498.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,60,300,594570994.0,594593931.0,22937.0,595810184.5,595812827.5,2643.0,1151341.5,1160375.0,9033.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,61,300,604635837.0,604688995.5,53158.5,605994965.0,606015497.0,20532.0,1252349.5,1248612.5,-3737.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,62,300,614750605.0,614770661.0,20056.0,616054724.5,616045285.0,-9439.5,1214396.5,1210096.5,-4300.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,63,300,624841196.0,624812479.5,-28716.5,626075066.0,626139498.5,64432.5,1196166.5,1202897.5,6731.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,64,300,634914921.0,634947592.5,32671.5,636114316.5,636108997.5,-5319.0,1127984.5,1159226.5,31242.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,65,300,645002203.5,645024762.0,22558.5,646259671.5,646319445.5,59774.0,1211919.5,1209625.0,-2294.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,66,300,655107725.5,655167644.5,59919.0,656459065.5,656513926.5,54861.0,1296472.0,1315774.0,19302.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,67,300,665224801.5,665293041.0,68239.5,666561559.5,666605422.0,43862.5,1299081.0,1295201.0,-3880.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,68,300,675259693.0,675343832.5,84139.5,676524275.0,676606189.0,81914.0,1154301.5,1204372.0,50070.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,69,300,685375690.5,685420220.0,44529.5,686706773.0,686751849.0,45076.0,1288943.0,1285006.5,-3936.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,70,300,695421222.0,695513684.0,92462.0,696709227.0,696868510.5,159283.5,1254922.5,1275520.5,20598.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,71,300,705524303.0,705607161.5,82858.5,706822554.0,706911904.5,89350.5,1262370.0,1265916.5,3546.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,72,300,715639231.5,715680475.0,41243.5,716936030.0,716961027.5,24997.5,1216462.0,1194570.5,-21891.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,73,300,725652528.0,725782568.0,130040.0,726982202.5,727080619.0,98416.5,1281870.0,1248802.5,-33067.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,74,300,735737587.5,735868056.5,130469.0,737071440.5,737153859.0,82418.5,1252222.0,1253605.0,1383.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,75,300,745882045.5,745936937.0,54891.5,747258499.5,747220578.0,-37921.5,1256375.0,1264292.5,7917.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,76,300,755940381.0,756033526.5,93145.5,757125819.5,757224550.0,98730.5,1171191.0,1164238.5,-6952.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,77,300,766005976.5,766155635.5,149659.0,767348662.5,767460945.5,112283.0,1290429.5,1278260.0,-12169.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,78,300,776126530.0,776215410.0,88880.0,777460248.0,777525549.5,65301.5,1266208.5,1280261.0,14052.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,79,300,786199862.5,786336903.5,137041.0,787493994.5,787626624.0,132629.5,1243977.5,1260383.0,16405.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,80,300,796281657.5,796413925.5,132268.0,797552227.0,797625961.5,73734.5,1175519.5,1175561.0,41.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,81,300,806357542.0,806516421.5,158879.5,807681794.0,807800689.0,118895.0,1269184.5,1250422.0,-18762.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,82,300,816455276.5,816589979.0,134702.5,817762811.0,817877470.5,114659.5,1262298.5,1252097.0,-10201.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,83,300,826534527.0,826646246.0,111719.0,827848192.0,828007914.0,159722.0,1280078.0,1293893.5,13815.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,84,300,836635714.0,836741844.5,106130.5,837830300.0,837964661.5,134361.5,1153590.5,1161244.5,7654.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,85,300,846736124.0,846827809.0,91685.0,848041017.5,848114100.0,73082.5,1233910.5,1250695.0,16784.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,86,300,856826039.0,856899033.5,72994.5,858071003.0,858172570.5,101567.5,1240130.0,1246372.0,6242.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,87,300,866893602.0,866970854.0,77252.0,868202830.0,868274344.0,71514.0,1229055.0,1244950.5,15895.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,88,300,876960651.0,877069403.5,108752.5,878239126.5,878309982.5,70856.0,1193539.5,1213386.5,19847.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,89,300,887072194.0,887147415.0,75221.0,888343562.0,888429906.5,86344.5,1265851.0,1259672.5,-6178.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,90,300,897141190.5,897206591.5,65401.0,898463450.5,898507104.0,43653.5,1244198.0,1240018.5,-4179.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,91,300,907230285.0,907328253.0,97968.0,908503916.5,908596008.5,92092.0,1258700.0,1256799.5,-1900.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,92,300,917320474.0,917372518.0,52044.0,918548882.5,918622268.5,73386.0,1169862.0,1144076.0,-25786.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,93,300,927414307.5,927464202.0,49894.5,928683431.0,928722715.5,39284.5,1244588.5,1249858.5,5270.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,94,300,937471450.0,937531835.5,60385.5,938808563.0,938869648.0,61085.0,1285657.5,1270353.5,-15304.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,95,300,947583736.5,947643840.5,60104.0,948840584.0,948893504.5,52920.5,1257703.5,1246762.5,-10941.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,96,300,957640821.5,957752590.0,111768.5,958911466.0,958953499.5,42033.5,1158699.5,1160964.0,2264.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,97,300,967737637.5,967797485.0,59847.5,969013470.0,969152299.5,138829.5,1263181.0,1256436.5,-6744.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,98,300,977809881.5,977934782.5,124901.0,979088883.5,979230392.0,141508.5,1226982.5,1243336.5,16354.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,99,300,987893254.5,988018256.0,125001.5,989237885.5,989292283.5,54398.0,1271778.5,1272361.0,582.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,100,300,998057586.0,998099315.0,41729.0,999285538.5,999294292.5,8754.0,1159663.0,1149703.0,-9960.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,101,300,1008107555.0,1008196197.5,88642.5,1009449103.0,1009474459.5,25356.5,1275244.5,1261294.5,-13950.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,102,300,1018187954.5,1018292197.0,104242.5,1019478558.5,1019571494.5,92936.0,1259734.0,1263921.0,4187.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,103,300,1028330122.0,1028384298.5,54176.5,1029628668.0,1029676492.5,47824.5,1280135.0,1254624.0,-25511.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,104,300,1038358866.5,1038434108.5,75242.0,1039599626.0,1039685698.0,86072.0,1178395.5,1175692.0,-2703.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,105,300,1048466751.5,1048539217.0,72465.5,1049785911.0,1049852921.0,67010.0,1288130.5,1297813.5,9683.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,106,300,1058551370.5,1058596519.0,45148.5,1059833112.0,1059866637.0,33525.0,1248735.0,1272137.0,23402.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,107,300,1068648294.0,1068688747.5,40453.5,1069921832.0,1069998859.0,77027.0,1245464.5,1274259.5,28795.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,108,300,1078737044.5,1078784202.0,47157.5,1079910567.5,1080031269.0,120701.5,1158409.0,1181466.5,23057.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,109,300,1088765076.0,1088889341.0,124265.0,1090120652.5,1090151918.0,31265.5,1277382.0,1258243.0,-19139.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,110,300,1098879055.0,1098950548.0,71493.0,1100234217.0,1100293518.5,59301.5,1307232.5,1297199.0,-10033.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,111,300,1108988095.5,1109073420.5,85325.0,1110309362.5,1110417558.5,108196.0,1258734.0,1256820.0,-1914.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,112,300,1119086235.0,1119162863.0,76628.0,1120361557.0,1120408100.5,46543.5,1195726.5,1180049.0,-15677.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,113,300,1129128933.0,1129214562.0,85629.0,1130466593.5,1130551303.5,84710.0,1274548.0,1249298.5,-25249.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,114,300,1139229074.5,1139281696.5,52622.0,1140519396.5,1140626589.0,107192.5,1235974.5,1268592.0,32617.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,115,300,1149316073.5,1149367245.0,51171.5,1150660329.5,1150697793.0,37463.5,1246902.0,1258502.5,11600.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,116,300,1159460946.5,1159518510.0,57563.5,1160793263.5,1160783764.0,-9499.5,1241435.0,1248802.5,7367.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,117,300,1169580575.0,1169694787.5,114212.5,1170968622.0,1171114387.0,145765.0,1247870.5,1274779.5,26909.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,118,300,1180409450.0,1180276675.0,-132775.0,1181672462.5,1181593369.5,-79093.0,1259285.5,1274544.0,15258.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,119,300,1190531495.0,1190573301.0,41806.0,1191821849.5,1191888934.5,67085.0,1251348.0,1263536.5,12188.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,120,300,1200560961.5,1200702820.5,141859.0,1201841102.5,1201958061.5,116959.0,1176346.0,1184226.0,7880.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,121,300,1210694384.0,1210837713.0,143329.0,1212027428.5,1212166668.0,139239.5,1302980.0,1324914.5,21934.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,122,300,1220855148.5,1220860193.0,5044.5,1222152053.0,1222209478.0,57425.0,1256273.0,1265106.5,8833.5
