role,coordinate_id,task,framework,observer,original_early_failure,feature_family,feature_width,result_origin,selected_model,train_cv_raw_auc,train_orientation,train_distinguishability_auc,eval_auc,eval_ci95_low,eval_ci95_high,eval_lcb99_5,frozen_boundary_exceeded,train_blocks,eval_blocks
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T4-OA,T4,OpenAI Agents SDK,RELAY,False,RELAY_RESPONSE_ONLY,1035,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.5487037037037037,NORMAL,0.5487037037037037,0.5089583333333333,0.4347899305555556,0.5841006944444445,0.41173611111111114,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T4-OA,T4,OpenAI Agents SDK,RELAY,False,RELAY_SLOT_LATENCY_ONLY,518,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,RBF_SVM,0.42149691358024693,INVERTED,0.5785030864197531,0.501875,0.4520121527777778,0.5513194444444445,0.4372560763888889,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T4-OA,T4,OpenAI Agents SDK,RELAY,False,RELAY_REQUEST_PLUS_RESPONSE,2070,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.5645679012345679,NORMAL,0.5645679012345679,0.4871527777777778,0.41770833333333335,0.5575694444444445,0.3990267361111111,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T4-OA,T4,OpenAI Agents SDK,RELAY,False,RELAY_ALL,2589,IMMUTABLE_ORIGINAL_V3_1_RESULT_REUSED,HIST_GRADIENT_BOOSTING,0.5820987654320988,NORMAL,0.5820987654320988,0.4644444444444444,0.3880520833333333,0.5413888888888889,0.3649982638888889,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T4-MS,T4,Microsoft Agent Framework,RELAY,False,RELAY_REQUEST_ONLY,1035,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,RBF_SVM,0.5390123456790124,NORMAL,0.5390123456790124,0.545138888888889,0.48194444444444445,0.6077795138888888,0.4630196180555555,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T4-MS,T4,Microsoft Agent Framework,RELAY,False,RELAY_RESPONSE_ONLY,1035,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,LOGISTIC_REGRESSION,0.5447530864197532,NORMAL,0.5447530864197532,0.4749305555555555,0.40027430555555554,0.5497222222222222,0.37874652777777773,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T4-MS,T4,Microsoft Agent Framework,RELAY,False,RELAY_SLOT_LATENCY_ONLY,518,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,LOGISTIC_REGRESSION,0.5422067901234568,NORMAL,0.5422067901234568,0.5509027777777777,0.47368055555555555,0.6259756944444445,0.44944270833333333,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T4-MS,T4,Microsoft Agent Framework,RELAY,False,RELAY_REQUEST_PLUS_RESPONSE,2070,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.45598765432098765,INVERTED,0.5440123456790124,0.43777777777777777,0.36520659722222226,0.5108333333333334,0.34444444444444444,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T4-MS,T4,Microsoft Agent Framework,RELAY,False,RELAY_ALL,2589,IMMUTABLE_ORIGINAL_V3_1_RESULT_REUSED,HIST_GRADIENT_BOOSTING,0.44580246913580246,INVERTED,0.5541975308641975,0.48986111111111114,0.4103472222222222,0.567015625,0.38756770833333337,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,REGISTRY,True,REGISTRY_REQUEST_ONLY,223,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,EXTRA_TREES,0.668425925925926,NORMAL,0.668425925925926,0.6779861111111112,0.6108333333333333,0.741876736111111,0.5904854166666668,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,REGISTRY,True,REGISTRY_RESPONSE_ONLY,112,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,EXTRA_TREES,0.6626234567901235,NORMAL,0.6626234567901235,0.7030555555555557,0.6338888888888888,0.7688211805555556,0.6104854166666667,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,REGISTRY,True,REGISTRY_QUERY_RESPONSE_ONLY,112,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.5354320987654321,NORMAL,0.5354320987654321,0.49916666666666665,0.4288888888888889,0.570421875,0.4049979166666667,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,REGISTRY,True,REGISTRY_REQUEST_PLUS_RESPONSE,335,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,EXTRA_TREES,0.6755246913580246,NORMAL,0.6755246913580246,0.7084027777777778,0.6429791666666667,0.770625,0.6235399305555556,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,REGISTRY,True,REGISTRY_ALL,448,IMMUTABLE_ORIGINAL_V3_1_RESULT_REUSED,EXTRA_TREES,0.6778703703703703,NORMAL,0.6778703703703703,0.7232638888888889,0.6588177083333333,0.7850729166666667,0.6388152777777778,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,RELAY,True,RELAY_REQUEST_ONLY,1035,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.4419753086419753,INVERTED,0.5580246913580247,0.4645138888888889,0.385625,0.5447916666666667,0.36006909722222225,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,RELAY,True,RELAY_RESPONSE_ONLY,1035,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.9468827160493827,NORMAL,0.9468827160493827,0.9619444444444444,0.9386805555555555,0.9811805555555555,0.9300690972222222,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,RELAY,True,RELAY_SLOT_LATENCY_ONLY,518,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.9609567901234568,NORMAL,0.9609567901234568,0.9752083333333333,0.9600677083333333,0.9875694444444445,0.9538881944444445,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,RELAY,True,RELAY_REQUEST_PLUS_RESPONSE,2070,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.9433641975308642,NORMAL,0.9433641975308642,0.9661111111111111,0.9459027777777778,0.983265625,0.939096875,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,RELAY,True,RELAY_ALL,2589,IMMUTABLE_ORIGINAL_V3_1_RESULT_REUSED,HIST_GRADIENT_BOOSTING,0.9508641975308643,NORMAL,0.9508641975308643,0.980763888888889,0.9681232638888889,0.9909739583333333,0.962221875,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,REGISTRY,False,REGISTRY_REQUEST_ONLY,223,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,EXTRA_TREES,0.6303703703703702,NORMAL,0.6303703703703702,0.6158333333333333,0.5488177083333333,0.6806267361111111,0.5270833333333333,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,REGISTRY,False,REGISTRY_RESPONSE_ONLY,112,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,EXTRA_TREES,0.5941666666666666,NORMAL,0.5941666666666666,0.640625,0.565484375,0.7130572916666666,0.5377774305555556,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,REGISTRY,False,REGISTRY_QUERY_RESPONSE_ONLY,112,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.538858024691358,NORMAL,0.538858024691358,0.5197916666666667,0.44472222222222224,0.5952100694444444,0.4213871527777778,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,REGISTRY,False,REGISTRY_REQUEST_PLUS_RESPONSE,335,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,EXTRA_TREES,0.6351543209876543,NORMAL,0.6351543209876543,0.6152083333333334,0.5436111111111112,0.6852795138888889,0.5179850694444444,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,REGISTRY,False,REGISTRY_ALL,448,IMMUTABLE_ORIGINAL_V3_1_RESULT_REUSED,EXTRA_TREES,0.6010339506172839,NORMAL,0.6010339506172839,0.6391666666666667,0.5716649305555556,0.7040972222222223,0.549375,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,RELAY,True,RELAY_REQUEST_ONLY,1035,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.5244135802469136,NORMAL,0.5244135802469136,0.5633333333333334,0.4897222222222222,0.6361163194444444,0.4688170138888889,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,RELAY,True,RELAY_RESPONSE_ONLY,1035,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.9648456790123457,NORMAL,0.9648456790123457,0.9615972222222223,0.9352083333333333,0.9830555555555556,0.9252777777777778,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,RELAY,True,RELAY_SLOT_LATENCY_ONLY,518,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.9705246913580247,NORMAL,0.9705246913580247,0.9781249999999999,0.9563888888888888,0.9942361111111111,0.9479166666666666,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,RELAY,True,RELAY_REQUEST_PLUS_RESPONSE,2070,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.9649691358024692,NORMAL,0.9649691358024692,0.961875,0.9330538194444444,0.9845138888888889,0.9226385416666667,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,RELAY,True,RELAY_ALL,2589,IMMUTABLE_ORIGINAL_V3_1_RESULT_REUSED,HIST_GRADIENT_BOOSTING,0.9679012345679012,NORMAL,0.9679012345679012,0.9693055555555555,0.9468055555555556,0.9875694444444445,0.9374996527777778,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T9-OA,T9,OpenAI Agents SDK,RELAY,True,RELAY_REQUEST_ONLY,1035,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,LOGISTIC_REGRESSION,0.4738888888888889,INVERTED,0.5261111111111111,0.5492361111111111,0.47965104166666667,0.6175694444444444,0.4534003472222222,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T9-OA,T9,OpenAI Agents SDK,RELAY,True,RELAY_RESPONSE_ONLY,1035,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.979783950617284,NORMAL,0.979783950617284,0.9786805555555556,0.9621510416666667,0.9919444444444444,0.9556246527777777,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T9-OA,T9,OpenAI Agents SDK,RELAY,True,RELAY_SLOT_LATENCY_ONLY,518,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.9817283950617284,NORMAL,0.9817283950617284,0.9700000000000001,0.9459027777777778,0.9894444444444445,0.9370135416666667,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T9-OA,T9,OpenAI Agents SDK,RELAY,True,RELAY_REQUEST_PLUS_RESPONSE,2070,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.9753395061728395,NORMAL,0.9753395061728395,0.9775694444444446,0.9579166666666666,0.9925,0.9502777777777778,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T9-OA,T9,OpenAI Agents SDK,RELAY,True,RELAY_ALL,2589,IMMUTABLE_ORIGINAL_V3_1_RESULT_REUSED,HIST_GRADIENT_BOOSTING,0.9778395061728395,NORMAL,0.9778395061728395,0.9779861111111111,0.9579166666666666,0.9930555555555556,0.9504163194444445,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T9-MS,T9,Microsoft Agent Framework,RELAY,True,RELAY_REQUEST_ONLY,1035,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,EXTRA_TREES,0.5781790123456789,NORMAL,0.5781790123456789,0.5211805555555555,0.4477083333333333,0.5918758680555556,0.42659722222222224,False,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T9-MS,T9,Microsoft Agent Framework,RELAY,True,RELAY_RESPONSE_ONLY,1035,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.9839197530864197,NORMAL,0.9839197530864197,0.9925694444444445,0.9849982638888889,0.9977795138888889,0.9818052083333334,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T9-MS,T9,Microsoft Agent Framework,RELAY,True,RELAY_SLOT_LATENCY_ONLY,518,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,EXTRA_TREES,0.9839197530864197,NORMAL,0.9839197530864197,0.9779166666666667,0.9605555555555556,0.9909027777777778,0.9520135416666667,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T9-MS,T9,Microsoft Agent Framework,RELAY,True,RELAY_REQUEST_PLUS_RESPONSE,2070,POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,HIST_GRADIENT_BOOSTING,0.9808641975308642,NORMAL,0.9808641975308642,0.9917361111111112,0.9834027777777777,0.9975,0.9796527777777778,True,180,120
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T9-MS,T9,Microsoft Agent Framework,RELAY,True,RELAY_ALL,2589,IMMUTABLE_ORIGINAL_V3_1_RESULT_REUSED,HIST_GRADIENT_BOOSTING,0.9860493827160495,NORMAL,0.9860493827160495,0.9902777777777778,0.9809027777777778,0.9969444444444444,0.9765277777777778,True,180,120
