run_id,task_id,family,branch,variant,runtime
runtime1-final-0030,tau2-retail-0,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0031,tau2-retail-1,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0032,tau2-retail-23,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0033,agentdojo-slack-UserTask1,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0034,tau2-retail-8,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0035,tau2-retail-9,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0036,tau2-retail-9,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0037,agentdojo-slack-UserTask1,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0038,tau2-retail-2,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0039,tau2-retail-17,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0040,tau2-retail-10,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0041,agentdojo-workspace-UserTask7,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0042,tau2-retail-0,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0043,agentdojo-workspace-UserTask21,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0044,tau2-retail-9,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0045,tau2-retail-13,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0046,tau2-retail-22,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0047,tau2-retail-8,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0048,tau2-retail-0,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0049,tau2-retail-9,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0050,agentdojo-slack-UserTask1,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0051,tau2-retail-9,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0052,tau2-retail-0,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0053,agentdojo-slack-UserTask1,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0054,tau2-retail-17,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0055,tau2-retail-9,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0056,tau2-retail-9,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0057,agentdojo-workspace-UserTask21,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0058,agentdojo-workspace-UserTask21,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0059,tau2-retail-23,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0060,agentdojo-workspace-UserTask7,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0061,agentdojo-slack-UserTask1,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0062,tau2-retail-23,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0063,tau2-retail-8,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0064,tau2-retail-23,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0065,agentdojo-workspace-UserTask21,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0066,tau2-retail-13,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0067,agentdojo-workspace-UserTask20,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0068,tau2-retail-9,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0069,agentdojo-workspace-UserTask20,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0070,tau2-retail-17,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0071,tau2-retail-13,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0072,agentdojo-workspace-UserTask21,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0073,tau2-retail-12,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0074,tau2-retail-8,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0075,agentdojo-workspace-UserTask21,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0076,agentdojo-workspace-UserTask20,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0077,agentdojo-workspace-UserTask25,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0078,tau2-retail-1,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0079,agentdojo-workspace-UserTask7,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0080,tau2-retail-22,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0081,tau2-retail-9,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0082,tau2-retail-12,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0083,agentdojo-workspace-UserTask25,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0084,tau2-retail-13,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0085,tau2-retail-2,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0086,agentdojo-slack-UserTask1,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0087,tau2-retail-1,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0088,agentdojo-workspace-UserTask25,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0089,tau2-retail-22,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0090,agentdojo-workspace-UserTask20,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0091,tau2-retail-0,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0092,tau2-retail-1,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0093,agentdojo-slack-UserTask1,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0094,tau2-retail-22,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0095,tau2-retail-17,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0096,tau2-retail-1,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0097,tau2-retail-8,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0098,agentdojo-workspace-UserTask20,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0099,tau2-retail-23,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0100,agentdojo-workspace-UserTask21,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0101,agentdojo-workspace-UserTask21,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0102,tau2-retail-1,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0103,tau2-retail-10,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0104,tau2-retail-2,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0105,tau2-retail-17,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0106,agentdojo-workspace-UserTask25,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0107,agentdojo-workspace-UserTask21,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0108,tau2-retail-0,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0109,tau2-retail-9,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0110,tau2-retail-22,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0111,tau2-retail-10,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0112,tau2-retail-10,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0113,agentdojo-workspace-UserTask21,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0114,agentdojo-workspace-UserTask7,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0115,tau2-retail-22,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0116,tau2-retail-9,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0117,agentdojo-workspace-UserTask20,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0118,tau2-retail-23,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0119,agentdojo-workspace-UserTask7,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0120,tau2-retail-2,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0121,tau2-retail-9,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0122,tau2-retail-17,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0123,tau2-retail-12,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0124,tau2-retail-8,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0125,tau2-retail-22,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0126,agentdojo-workspace-UserTask7,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0127,agentdojo-workspace-UserTask21,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0128,tau2-retail-2,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0129,agentdojo-slack-UserTask1,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0130,tau2-retail-0,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0131,tau2-retail-8,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0132,tau2-retail-0,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0133,agentdojo-workspace-UserTask25,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0134,tau2-retail-12,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0135,tau2-retail-10,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0136,agentdojo-slack-UserTask1,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0137,tau2-retail-13,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0138,tau2-retail-12,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0139,tau2-retail-10,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0140,tau2-retail-17,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0141,agentdojo-workspace-UserTask7,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0142,agentdojo-workspace-UserTask25,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0143,tau2-retail-2,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0144,agentdojo-workspace-UserTask21,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0145,tau2-retail-17,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0146,tau2-retail-13,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0147,tau2-retail-22,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0148,tau2-retail-12,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0149,tau2-retail-2,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0150,tau2-retail-8,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0151,tau2-retail-13,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0152,tau2-retail-17,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0153,tau2-retail-22,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0154,agentdojo-workspace-UserTask7,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0155,tau2-retail-12,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0156,tau2-retail-10,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0157,tau2-retail-17,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0158,tau2-retail-1,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0159,agentdojo-workspace-UserTask25,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0160,agentdojo-workspace-UserTask20,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0161,tau2-retail-13,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0162,tau2-retail-1,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0163,tau2-retail-17,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0164,agentdojo-workspace-UserTask25,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0165,tau2-retail-9,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0166,agentdojo-workspace-UserTask20,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0167,tau2-retail-23,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0168,tau2-retail-1,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0169,tau2-retail-22,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0170,tau2-retail-23,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0171,tau2-retail-13,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0172,tau2-retail-10,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0173,tau2-retail-8,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0174,agentdojo-slack-UserTask1,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0175,tau2-retail-17,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0176,agentdojo-workspace-UserTask20,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0177,tau2-retail-10,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0178,tau2-retail-2,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0179,agentdojo-slack-UserTask1,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0180,tau2-retail-23,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0181,tau2-retail-1,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0182,agentdojo-workspace-UserTask7,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0183,tau2-retail-17,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0184,tau2-retail-22,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0185,tau2-retail-0,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0186,tau2-retail-1,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0187,tau2-retail-8,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0188,agentdojo-slack-UserTask1,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0189,tau2-retail-22,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0190,tau2-retail-8,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0191,agentdojo-workspace-UserTask7,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0192,agentdojo-workspace-UserTask25,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0193,tau2-retail-22,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0194,agentdojo-workspace-UserTask25,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0195,agentdojo-workspace-UserTask21,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0196,tau2-retail-1,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0197,agentdojo-workspace-UserTask25,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0198,tau2-retail-13,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0199,tau2-retail-2,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0200,tau2-retail-0,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0201,tau2-retail-0,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0202,agentdojo-workspace-UserTask25,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0203,tau2-retail-10,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0204,agentdojo-workspace-UserTask7,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0205,tau2-retail-13,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0206,agentdojo-workspace-UserTask25,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0207,agentdojo-workspace-UserTask20,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0208,agentdojo-slack-UserTask1,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0209,agentdojo-workspace-UserTask21,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0210,tau2-retail-12,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0211,agentdojo-workspace-UserTask7,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0212,tau2-retail-10,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0213,agentdojo-workspace-UserTask21,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0214,agentdojo-workspace-UserTask20,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0215,tau2-retail-17,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0216,tau2-retail-10,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0217,tau2-retail-2,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0218,tau2-retail-0,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0219,tau2-retail-12,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0220,tau2-retail-8,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0221,tau2-retail-0,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0222,tau2-retail-9,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0223,agentdojo-workspace-UserTask20,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0224,tau2-retail-0,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0225,tau2-retail-10,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0226,tau2-retail-22,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0227,agentdojo-workspace-UserTask7,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0228,tau2-retail-22,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0229,tau2-retail-22,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0230,tau2-retail-22,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0231,tau2-retail-23,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0232,tau2-retail-23,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0233,tau2-retail-17,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0234,tau2-retail-2,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0235,tau2-retail-1,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0236,agentdojo-workspace-UserTask7,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0237,tau2-retail-8,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0238,tau2-retail-10,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0239,agentdojo-workspace-UserTask20,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0240,tau2-retail-17,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0241,tau2-retail-9,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0242,tau2-retail-10,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0243,tau2-retail-8,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0244,tau2-retail-23,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0245,agentdojo-workspace-UserTask7,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0246,tau2-retail-10,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0247,tau2-retail-23,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0248,tau2-retail-2,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0249,tau2-retail-10,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0250,agentdojo-workspace-UserTask7,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0251,tau2-retail-10,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0252,tau2-retail-8,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0253,tau2-retail-8,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0254,tau2-retail-17,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0255,tau2-retail-23,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0256,tau2-retail-2,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0257,tau2-retail-9,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0258,tau2-retail-0,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0259,tau2-retail-13,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0260,agentdojo-workspace-UserTask20,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
runtime1-final-0261,tau2-retail-22,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0262,tau2-retail-0,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
runtime1-final-0263,tau2-retail-12,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0264,agentdojo-workspace-UserTask21,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0265,tau2-retail-12,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0266,tau2-retail-9,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0267,tau2-retail-0,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0268,agentdojo-workspace-UserTask21,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0269,agentdojo-workspace-UserTask21,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0270,agentdojo-workspace-UserTask21,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0271,tau2-retail-13,AUTHORIZATION,0,M3,Microsoft Agent Framework
runtime1-final-0272,tau2-retail-9,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0273,agentdojo-workspace-UserTask20,AUTHORIZATION,1,M2,Microsoft Agent Framework
runtime1-final-0274,tau2-retail-1,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
runtime1-final-0275,agentdojo-slack-UserTask1,AUTHORIZATION,0,M2,Microsoft Agent Framework
runtime1-final-0276,agentdojo-slack-UserTask1,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
runtime1-final-0277,tau2-retail-22,AUTHORIZATION,1,M3,Microsoft Agent Framework
runtime1-final-0278,tau2-retail-13,AUTHORIZATION,1,M3,Microsoft Agent Framework
