run_id,task_id,family,branch,variant,runtime
r1-0-PROVENANCE_HISTORY-0-0-M2,tau2-retail-0,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-0-0-M3,tau2-retail-0,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-0-1-M0,tau2-retail-0,PROVENANCE_HISTORY,0,M0,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-0-1-M1,tau2-retail-0,PROVENANCE_HISTORY,0,M1,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-0-1-M2,tau2-retail-0,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-0-1-M3,tau2-retail-0,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-0-2-M0,tau2-retail-0,PROVENANCE_HISTORY,0,M0,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-0-2-M1,tau2-retail-0,PROVENANCE_HISTORY,0,M1,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-0-2-M2,tau2-retail-0,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-0-2-M3,tau2-retail-0,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-1-0-M0,tau2-retail-0,PROVENANCE_HISTORY,1,M0,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-1-0-M1,tau2-retail-0,PROVENANCE_HISTORY,1,M1,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-1-0-M2,tau2-retail-0,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-1-0-M3,tau2-retail-0,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-1-1-M0,tau2-retail-0,PROVENANCE_HISTORY,1,M0,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-1-1-M1,tau2-retail-0,PROVENANCE_HISTORY,1,M1,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-1-1-M2,tau2-retail-0,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-1-1-M3,tau2-retail-0,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-1-2-M0,tau2-retail-0,PROVENANCE_HISTORY,1,M0,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-1-2-M1,tau2-retail-0,PROVENANCE_HISTORY,1,M1,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-1-2-M2,tau2-retail-0,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
r1-0-PROVENANCE_HISTORY-1-2-M3,tau2-retail-0,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
r1-1-AUTHORIZATION-0-0-M0,tau2-retail-1,AUTHORIZATION,0,M0,Microsoft Agent Framework
r1-1-AUTHORIZATION-0-0-M1,tau2-retail-1,AUTHORIZATION,0,M1,Microsoft Agent Framework
r1-1-AUTHORIZATION-0-0-M2,tau2-retail-1,AUTHORIZATION,0,M2,Microsoft Agent Framework
r1-1-AUTHORIZATION-0-0-M3,tau2-retail-1,AUTHORIZATION,0,M3,Microsoft Agent Framework
r1-1-AUTHORIZATION-0-1-M0,tau2-retail-1,AUTHORIZATION,0,M0,Microsoft Agent Framework
r1-1-AUTHORIZATION-0-1-M1,tau2-retail-1,AUTHORIZATION,0,M1,Microsoft Agent Framework
r1-1-AUTHORIZATION-0-1-M2,tau2-retail-1,AUTHORIZATION,0,M2,Microsoft Agent Framework
r1-1-AUTHORIZATION-0-1-M3,tau2-retail-1,AUTHORIZATION,0,M3,Microsoft Agent Framework
r1-1-AUTHORIZATION-0-2-M0,tau2-retail-1,AUTHORIZATION,0,M0,Microsoft Agent Framework
r1-1-AUTHORIZATION-0-2-M1,tau2-retail-1,AUTHORIZATION,0,M1,Microsoft Agent Framework
r1-1-AUTHORIZATION-0-2-M2,tau2-retail-1,AUTHORIZATION,0,M2,Microsoft Agent Framework
r1-1-AUTHORIZATION-0-2-M3,tau2-retail-1,AUTHORIZATION,0,M3,Microsoft Agent Framework
r1-1-AUTHORIZATION-1-0-M0,tau2-retail-1,AUTHORIZATION,1,M0,Microsoft Agent Framework
r1-1-AUTHORIZATION-1-0-M1,tau2-retail-1,AUTHORIZATION,1,M1,Microsoft Agent Framework
r1-1-AUTHORIZATION-1-0-M2,tau2-retail-1,AUTHORIZATION,1,M2,Microsoft Agent Framework
r1-1-AUTHORIZATION-1-0-M3,tau2-retail-1,AUTHORIZATION,1,M3,Microsoft Agent Framework
r1-1-AUTHORIZATION-1-1-M0,tau2-retail-1,AUTHORIZATION,1,M0,Microsoft Agent Framework
r1-1-AUTHORIZATION-1-1-M1,tau2-retail-1,AUTHORIZATION,1,M1,Microsoft Agent Framework
r1-1-AUTHORIZATION-1-1-M2,tau2-retail-1,AUTHORIZATION,1,M2,Microsoft Agent Framework
r1-1-AUTHORIZATION-1-1-M3,tau2-retail-1,AUTHORIZATION,1,M3,Microsoft Agent Framework
r1-1-AUTHORIZATION-1-2-M0,tau2-retail-1,AUTHORIZATION,1,M0,Microsoft Agent Framework
r1-1-AUTHORIZATION-1-2-M1,tau2-retail-1,AUTHORIZATION,1,M1,Microsoft Agent Framework
r1-1-AUTHORIZATION-1-2-M2,tau2-retail-1,AUTHORIZATION,1,M2,Microsoft Agent Framework
r1-1-AUTHORIZATION-1-2-M3,tau2-retail-1,AUTHORIZATION,1,M3,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-0-0-M0,tau2-retail-1,PROVENANCE_HISTORY,0,M0,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-0-0-M1,tau2-retail-1,PROVENANCE_HISTORY,0,M1,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-0-0-M2,tau2-retail-1,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-0-0-M3,tau2-retail-1,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-0-1-M0,tau2-retail-1,PROVENANCE_HISTORY,0,M0,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-0-1-M1,tau2-retail-1,PROVENANCE_HISTORY,0,M1,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-0-1-M2,tau2-retail-1,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-0-1-M3,tau2-retail-1,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-0-2-M0,tau2-retail-1,PROVENANCE_HISTORY,0,M0,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-0-2-M1,tau2-retail-1,PROVENANCE_HISTORY,0,M1,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-0-2-M2,tau2-retail-1,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-0-2-M3,tau2-retail-1,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-1-0-M0,tau2-retail-1,PROVENANCE_HISTORY,1,M0,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-1-0-M1,tau2-retail-1,PROVENANCE_HISTORY,1,M1,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-1-0-M2,tau2-retail-1,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-1-0-M3,tau2-retail-1,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-1-1-M0,tau2-retail-1,PROVENANCE_HISTORY,1,M0,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-1-1-M1,tau2-retail-1,PROVENANCE_HISTORY,1,M1,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-1-1-M2,tau2-retail-1,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-1-1-M3,tau2-retail-1,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-1-2-M0,tau2-retail-1,PROVENANCE_HISTORY,1,M0,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-1-2-M1,tau2-retail-1,PROVENANCE_HISTORY,1,M1,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-1-2-M2,tau2-retail-1,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
r1-1-PROVENANCE_HISTORY-1-2-M3,tau2-retail-1,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
r1-2-AUTHORIZATION-0-0-M0,tau2-retail-2,AUTHORIZATION,0,M0,Microsoft Agent Framework
r1-2-AUTHORIZATION-0-0-M1,tau2-retail-2,AUTHORIZATION,0,M1,Microsoft Agent Framework
r1-2-AUTHORIZATION-0-0-M2,tau2-retail-2,AUTHORIZATION,0,M2,Microsoft Agent Framework
r1-2-AUTHORIZATION-0-0-M3,tau2-retail-2,AUTHORIZATION,0,M3,Microsoft Agent Framework
r1-2-AUTHORIZATION-0-1-M0,tau2-retail-2,AUTHORIZATION,0,M0,Microsoft Agent Framework
r1-2-AUTHORIZATION-0-1-M1,tau2-retail-2,AUTHORIZATION,0,M1,Microsoft Agent Framework
r1-2-AUTHORIZATION-0-1-M2,tau2-retail-2,AUTHORIZATION,0,M2,Microsoft Agent Framework
r1-2-AUTHORIZATION-0-1-M3,tau2-retail-2,AUTHORIZATION,0,M3,Microsoft Agent Framework
r1-2-AUTHORIZATION-0-2-M0,tau2-retail-2,AUTHORIZATION,0,M0,Microsoft Agent Framework
r1-2-AUTHORIZATION-0-2-M1,tau2-retail-2,AUTHORIZATION,0,M1,Microsoft Agent Framework
r1-2-AUTHORIZATION-0-2-M2,tau2-retail-2,AUTHORIZATION,0,M2,Microsoft Agent Framework
r1-2-AUTHORIZATION-0-2-M3,tau2-retail-2,AUTHORIZATION,0,M3,Microsoft Agent Framework
r1-2-AUTHORIZATION-1-0-M0,tau2-retail-2,AUTHORIZATION,1,M0,Microsoft Agent Framework
r1-2-AUTHORIZATION-1-0-M1,tau2-retail-2,AUTHORIZATION,1,M1,Microsoft Agent Framework
r1-2-AUTHORIZATION-1-0-M2,tau2-retail-2,AUTHORIZATION,1,M2,Microsoft Agent Framework
r1-2-AUTHORIZATION-1-0-M3,tau2-retail-2,AUTHORIZATION,1,M3,Microsoft Agent Framework
r1-2-AUTHORIZATION-1-1-M0,tau2-retail-2,AUTHORIZATION,1,M0,Microsoft Agent Framework
r1-2-AUTHORIZATION-1-1-M1,tau2-retail-2,AUTHORIZATION,1,M1,Microsoft Agent Framework
r1-2-AUTHORIZATION-1-1-M2,tau2-retail-2,AUTHORIZATION,1,M2,Microsoft Agent Framework
r1-2-AUTHORIZATION-1-1-M3,tau2-retail-2,AUTHORIZATION,1,M3,Microsoft Agent Framework
r1-2-AUTHORIZATION-1-2-M0,tau2-retail-2,AUTHORIZATION,1,M0,Microsoft Agent Framework
r1-2-AUTHORIZATION-1-2-M1,tau2-retail-2,AUTHORIZATION,1,M1,Microsoft Agent Framework
r1-2-AUTHORIZATION-1-2-M2,tau2-retail-2,AUTHORIZATION,1,M2,Microsoft Agent Framework
r1-2-AUTHORIZATION-1-2-M3,tau2-retail-2,AUTHORIZATION,1,M3,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-0-0-M0,tau2-retail-2,PROVENANCE_HISTORY,0,M0,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-0-0-M1,tau2-retail-2,PROVENANCE_HISTORY,0,M1,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-0-0-M2,tau2-retail-2,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-0-0-M3,tau2-retail-2,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-0-1-M0,tau2-retail-2,PROVENANCE_HISTORY,0,M0,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-0-1-M1,tau2-retail-2,PROVENANCE_HISTORY,0,M1,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-0-1-M2,tau2-retail-2,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-0-1-M3,tau2-retail-2,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-0-2-M0,tau2-retail-2,PROVENANCE_HISTORY,0,M0,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-0-2-M1,tau2-retail-2,PROVENANCE_HISTORY,0,M1,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-0-2-M2,tau2-retail-2,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-0-2-M3,tau2-retail-2,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-1-0-M0,tau2-retail-2,PROVENANCE_HISTORY,1,M0,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-1-0-M1,tau2-retail-2,PROVENANCE_HISTORY,1,M1,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-1-0-M2,tau2-retail-2,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-1-0-M3,tau2-retail-2,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-1-1-M0,tau2-retail-2,PROVENANCE_HISTORY,1,M0,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-1-1-M1,tau2-retail-2,PROVENANCE_HISTORY,1,M1,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-1-1-M2,tau2-retail-2,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-1-1-M3,tau2-retail-2,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-1-2-M0,tau2-retail-2,PROVENANCE_HISTORY,1,M0,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-1-2-M1,tau2-retail-2,PROVENANCE_HISTORY,1,M1,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-1-2-M2,tau2-retail-2,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
r1-2-PROVENANCE_HISTORY-1-2-M3,tau2-retail-2,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
r1-3-AUTHORIZATION-0-0-M0,tau2-retail-5,AUTHORIZATION,0,M0,Microsoft Agent Framework
r1-3-AUTHORIZATION-0-0-M1,tau2-retail-5,AUTHORIZATION,0,M1,Microsoft Agent Framework
r1-3-AUTHORIZATION-0-0-M2,tau2-retail-5,AUTHORIZATION,0,M2,Microsoft Agent Framework
r1-3-AUTHORIZATION-0-0-M3,tau2-retail-5,AUTHORIZATION,0,M3,Microsoft Agent Framework
r1-3-AUTHORIZATION-0-1-M0,tau2-retail-5,AUTHORIZATION,0,M0,Microsoft Agent Framework
r1-3-AUTHORIZATION-0-1-M1,tau2-retail-5,AUTHORIZATION,0,M1,Microsoft Agent Framework
r1-3-AUTHORIZATION-0-1-M2,tau2-retail-5,AUTHORIZATION,0,M2,Microsoft Agent Framework
r1-3-AUTHORIZATION-0-1-M3,tau2-retail-5,AUTHORIZATION,0,M3,Microsoft Agent Framework
r1-3-AUTHORIZATION-0-2-M0,tau2-retail-5,AUTHORIZATION,0,M0,Microsoft Agent Framework
r1-3-AUTHORIZATION-0-2-M1,tau2-retail-5,AUTHORIZATION,0,M1,Microsoft Agent Framework
r1-3-AUTHORIZATION-0-2-M2,tau2-retail-5,AUTHORIZATION,0,M2,Microsoft Agent Framework
r1-3-AUTHORIZATION-0-2-M3,tau2-retail-5,AUTHORIZATION,0,M3,Microsoft Agent Framework
r1-3-AUTHORIZATION-1-0-M0,tau2-retail-5,AUTHORIZATION,1,M0,Microsoft Agent Framework
r1-3-AUTHORIZATION-1-0-M1,tau2-retail-5,AUTHORIZATION,1,M1,Microsoft Agent Framework
r1-3-AUTHORIZATION-1-0-M2,tau2-retail-5,AUTHORIZATION,1,M2,Microsoft Agent Framework
r1-3-AUTHORIZATION-1-0-M3,tau2-retail-5,AUTHORIZATION,1,M3,Microsoft Agent Framework
r1-3-AUTHORIZATION-1-1-M0,tau2-retail-5,AUTHORIZATION,1,M0,Microsoft Agent Framework
r1-3-AUTHORIZATION-1-1-M1,tau2-retail-5,AUTHORIZATION,1,M1,Microsoft Agent Framework
r1-3-AUTHORIZATION-1-1-M2,tau2-retail-5,AUTHORIZATION,1,M2,Microsoft Agent Framework
r1-3-AUTHORIZATION-1-1-M3,tau2-retail-5,AUTHORIZATION,1,M3,Microsoft Agent Framework
r1-3-AUTHORIZATION-1-2-M0,tau2-retail-5,AUTHORIZATION,1,M0,Microsoft Agent Framework
r1-3-AUTHORIZATION-1-2-M1,tau2-retail-5,AUTHORIZATION,1,M1,Microsoft Agent Framework
r1-3-AUTHORIZATION-1-2-M2,tau2-retail-5,AUTHORIZATION,1,M2,Microsoft Agent Framework
r1-3-AUTHORIZATION-1-2-M3,tau2-retail-5,AUTHORIZATION,1,M3,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-0-0-M0,tau2-retail-5,PROVENANCE_HISTORY,0,M0,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-0-0-M1,tau2-retail-5,PROVENANCE_HISTORY,0,M1,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-0-0-M2,tau2-retail-5,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-0-0-M3,tau2-retail-5,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-0-1-M0,tau2-retail-5,PROVENANCE_HISTORY,0,M0,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-0-1-M1,tau2-retail-5,PROVENANCE_HISTORY,0,M1,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-0-1-M2,tau2-retail-5,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-0-1-M3,tau2-retail-5,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-0-2-M0,tau2-retail-5,PROVENANCE_HISTORY,0,M0,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-0-2-M1,tau2-retail-5,PROVENANCE_HISTORY,0,M1,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-0-2-M2,tau2-retail-5,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-0-2-M3,tau2-retail-5,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-1-0-M0,tau2-retail-5,PROVENANCE_HISTORY,1,M0,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-1-0-M1,tau2-retail-5,PROVENANCE_HISTORY,1,M1,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-1-0-M2,tau2-retail-5,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-1-0-M3,tau2-retail-5,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-1-1-M0,tau2-retail-5,PROVENANCE_HISTORY,1,M0,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-1-1-M1,tau2-retail-5,PROVENANCE_HISTORY,1,M1,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-1-1-M2,tau2-retail-5,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-1-1-M3,tau2-retail-5,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-1-2-M0,tau2-retail-5,PROVENANCE_HISTORY,1,M0,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-1-2-M1,tau2-retail-5,PROVENANCE_HISTORY,1,M1,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-1-2-M2,tau2-retail-5,PROVENANCE_HISTORY,1,M2,Microsoft Agent Framework
r1-3-PROVENANCE_HISTORY-1-2-M3,tau2-retail-5,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework
r1-4-AUTHORIZATION-0-0-M0,tau2-retail-6,AUTHORIZATION,0,M0,Microsoft Agent Framework
r1-4-AUTHORIZATION-0-0-M1,tau2-retail-6,AUTHORIZATION,0,M1,Microsoft Agent Framework
r1-4-AUTHORIZATION-0-0-M2,tau2-retail-6,AUTHORIZATION,0,M2,Microsoft Agent Framework
r1-4-AUTHORIZATION-0-0-M3,tau2-retail-6,AUTHORIZATION,0,M3,Microsoft Agent Framework
r1-4-AUTHORIZATION-0-1-M0,tau2-retail-6,AUTHORIZATION,0,M0,Microsoft Agent Framework
r1-4-AUTHORIZATION-0-1-M1,tau2-retail-6,AUTHORIZATION,0,M1,Microsoft Agent Framework
r1-4-AUTHORIZATION-0-1-M2,tau2-retail-6,AUTHORIZATION,0,M2,Microsoft Agent Framework
r1-4-AUTHORIZATION-0-1-M3,tau2-retail-6,AUTHORIZATION,0,M3,Microsoft Agent Framework
r1-4-AUTHORIZATION-0-2-M0,tau2-retail-6,AUTHORIZATION,0,M0,Microsoft Agent Framework
r1-4-AUTHORIZATION-0-2-M1,tau2-retail-6,AUTHORIZATION,0,M1,Microsoft Agent Framework
r1-4-AUTHORIZATION-0-2-M2,tau2-retail-6,AUTHORIZATION,0,M2,Microsoft Agent Framework
r1-4-AUTHORIZATION-0-2-M3,tau2-retail-6,AUTHORIZATION,0,M3,Microsoft Agent Framework
r1-4-AUTHORIZATION-1-0-M0,tau2-retail-6,AUTHORIZATION,1,M0,Microsoft Agent Framework
r1-4-AUTHORIZATION-1-0-M1,tau2-retail-6,AUTHORIZATION,1,M1,Microsoft Agent Framework
r1-4-AUTHORIZATION-1-0-M2,tau2-retail-6,AUTHORIZATION,1,M2,Microsoft Agent Framework
r1-4-AUTHORIZATION-1-0-M3,tau2-retail-6,AUTHORIZATION,1,M3,Microsoft Agent Framework
r1-4-AUTHORIZATION-1-1-M0,tau2-retail-6,AUTHORIZATION,1,M0,Microsoft Agent Framework
r1-4-AUTHORIZATION-1-1-M1,tau2-retail-6,AUTHORIZATION,1,M1,Microsoft Agent Framework
r1-4-AUTHORIZATION-1-1-M2,tau2-retail-6,AUTHORIZATION,1,M2,Microsoft Agent Framework
r1-4-AUTHORIZATION-1-1-M3,tau2-retail-6,AUTHORIZATION,1,M3,Microsoft Agent Framework
r1-4-AUTHORIZATION-1-2-M0,tau2-retail-6,AUTHORIZATION,1,M0,Microsoft Agent Framework
r1-4-AUTHORIZATION-1-2-M1,tau2-retail-6,AUTHORIZATION,1,M1,Microsoft Agent Framework
r1-4-AUTHORIZATION-1-2-M2,tau2-retail-6,AUTHORIZATION,1,M2,Microsoft Agent Framework
r1-4-AUTHORIZATION-1-2-M3,tau2-retail-6,AUTHORIZATION,1,M3,Microsoft Agent Framework
r1-4-PROVENANCE_HISTORY-0-0-M0,tau2-retail-6,PROVENANCE_HISTORY,0,M0,Microsoft Agent Framework
r1-4-PROVENANCE_HISTORY-0-0-M1,tau2-retail-6,PROVENANCE_HISTORY,0,M1,Microsoft Agent Framework
r1-4-PROVENANCE_HISTORY-0-0-M2,tau2-retail-6,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
r1-4-PROVENANCE_HISTORY-0-0-M3,tau2-retail-6,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
r1-4-PROVENANCE_HISTORY-0-1-M0,tau2-retail-6,PROVENANCE_HISTORY,0,M0,Microsoft Agent Framework
r1-4-PROVENANCE_HISTORY-0-1-M1,tau2-retail-6,PROVENANCE_HISTORY,0,M1,Microsoft Agent Framework
r1-4-PROVENANCE_HISTORY-0-1-M2,tau2-retail-6,PROVENANCE_HISTORY,0,M2,Microsoft Agent Framework
r1-4-PROVENANCE_HISTORY-0-1-M3,tau2-retail-6,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework
r1-4-PROVENANCE_HISTORY-0-2-M0,tau2-retail-6,PROVENANCE_HISTORY,0,M0,Microsoft Agent Framework
r1-4-PROVENANCE_HISTORY-0-2-M1,tau2-retail-6,PROVENANCE_HISTORY,0,M1,Microsoft Agent Framework
