operation_id,request_session,request_slot,admitted,request_sent_ns,request_received_ns,worker_decrypted,worker_started_ns,effect_executed,worker_completed_ns,result_journaled,result_ring_published,ring_publish_evidence,pacer_observed,public_response_session,public_response_slot,response_sent_ns,client_received_ns,framework_delivered,completion_minus_public_end_ms,terminal_classification
agent_identity-a-16,16,1,True,1787905589652613100,1787905589652613100,True,1787905589653129600,True,1787905589857359100,True,True,worker writer drained completion channel; result_ring_waits=0,True,20,2,1787905589867232900,1787905589867232900,True,-1475.128,DELIVERED
agent_identity-a-17,17,1,True,1787905589702446000,1787905589702446000,True,1787905589702446000,True,1787905589914660400,True,True,worker writer drained completion channel; result_ring_waits=0,True,21,3,1787905589932576500,1787905589932576500,True,-1417.827,DELIVERED
agent_identity-a-18,18,1,True,1787905589752468300,1787905589752468300,True,1787905589752984700,True,1787905589935174900,True,True,worker writer drained completion channel; result_ring_waits=0,True,22,1,1787905589952679800,1787905589952679800,True,-1397.312,DELIVERED
agent_identity-a-19,19,1,True,1787905589802235600,1787905589802235600,True,1787905589802744800,True,1787905589984652700,True,True,worker writer drained completion channel; result_ring_waits=0,True,23,1,1787905590002715900,1787905590002715900,True,-1347.834,DELIVERED
agent_identity-a-20,20,1,True,1787905589852589300,1787905589852589300,True,1787905589853110600,True,1787905590071240500,True,True,worker writer drained completion channel; result_ring_waits=0,True,24,3,1787905590082384100,1787905590082384100,True,-1261.247,DELIVERED
agent_identity-a-21,21,1,True,1787905589902292500,1787905589902292500,True,1787905589902823200,True,1787905590121286400,True,True,worker writer drained completion channel; result_ring_waits=0,True,25,3,1787905590132661500,1787905590132661500,True,-1211.201,DELIVERED
agent_identity-a-22,22,1,True,1787905589952679800,1787905589952679800,True,1787905589953190400,True,1787905590149826800,True,True,worker writer drained completion channel; result_ring_waits=0,True,26,2,1787905590167525700,1787905590167525700,True,-1182.660,DELIVERED
agent_identity-a-23,23,1,True,1787905590002715900,1787905590002715900,True,1787905590003230400,True,1787905590199538900,True,True,worker writer drained completion channel; result_ring_waits=0,True,27,2,1787905590217580200,1787905590217580200,True,-1132.948,DELIVERED
agent_identity-a-24,24,1,True,1787905590052695400,1787905590052695400,True,1787905590053211100,True,1787905590277474500,True,True,worker writer drained completion channel; result_ring_waits=0,True,28,3,1787905590282293600,1787905590282293600,True,-1055.013,DELIVERED
agent_identity-a-25,25,1,True,1787905590102318600,1787905590102318600,True,1787905590102823100,True,1787905590331587200,True,True,worker writer drained completion channel; result_ring_waits=0,True,30,1,1787905590352633100,1787905590352633100,True,-1000.900,DELIVERED
agent_identity-a-26,26,1,True,1787905590152296100,1787905590152296100,True,1787905590152818600,True,1787905590380457800,True,True,worker writer drained completion channel; result_ring_waits=0,True,31,1,1787905590402279400,1787905590402279400,True,-952.029,DELIVERED
agent_identity-a-27,27,1,True,1787905590202754400,1787905590202754400,True,1787905590203277000,True,1787905590438551600,True,True,worker writer drained completion channel; result_ring_waits=0,True,32,1,1787905590452720400,1787905590452720400,True,-893.936,DELIVERED
agent_identity-a-28,28,1,True,1787905590252306000,1787905590252306000,True,1787905590252306000,True,1787905590500150200,True,True,worker writer drained completion channel; result_ring_waits=0,True,33,2,1787905590517633700,1787905590517633700,True,-832.337,DELIVERED
agent_identity-a-29,29,1,True,1787905590302394000,1787905590302394000,True,1787905590302922800,True,1787905590550440100,True,True,worker writer drained completion channel; result_ring_waits=0,True,34,2,1787905590567704600,1787905590567704600,True,-782.047,DELIVERED
agent_identity-a-30,30,1,True,1787905590352633100,1787905590352633100,True,1787905590353137300,True,1787905590607728400,True,True,worker writer drained completion channel; result_ring_waits=0,True,35,2,1787905590617229100,1787905590617229100,True,-724.759,DELIVERED
agent_identity-a-31,31,1,True,1787905590402279400,1787905590402279400,True,1787905590402279400,True,1787905590669704200,True,True,worker writer drained completion channel; result_ring_waits=0,True,36,3,1787905590682533200,1787905590682533200,True,-662.783,DELIVERED
agent_identity-a-32,32,1,True,1787905590452720400,1787905590452720400,True,1787905590453235600,True,1787905590727521300,True,True,worker writer drained completion channel; result_ring_waits=0,True,37,3,1787905590732348600,1787905590732348600,True,-604.966,DELIVERED
agent_identity-a-33,33,1,True,1787905590502422400,1787905590502422400,True,1787905590502947400,True,1787905590781720200,True,True,worker writer drained completion channel; result_ring_waits=0,True,39,1,1787905590802618200,1787905590802618200,True,-550.767,DELIVERED
agent_identity-a-34,34,1,True,1787905590552547400,1787905590552547400,True,1787905590553066100,True,1787905590851450500,True,True,worker writer drained completion channel; result_ring_waits=0,True,40,2,1787905590867419500,1787905590867419500,True,-481.037,DELIVERED
agent_identity-a-35,35,1,True,1787905590602651600,1787905590602651600,True,1787905590602651600,True,1787905590901054900,True,True,worker writer drained completion channel; result_ring_waits=0,True,41,2,1787905590917693500,1787905590917693500,True,-431.432,DELIVERED
agent_identity-a-36,36,1,True,1787905590652403400,1787905590652403400,True,1787905590652921900,True,1787905590962888000,True,True,worker writer drained completion channel; result_ring_waits=0,True,42,2,1787905590967530700,1787905590967530700,True,-369.599,DELIVERED
agent_identity-a-37,37,1,True,1787905590702461500,1787905590702461500,True,1787905590703471700,True,1787905590991334900,True,True,worker writer drained completion channel; result_ring_waits=0,True,43,1,1787905591002361400,1787905591002361400,True,-341.152,DELIVERED
agent_identity-a-38,38,1,True,1787905590752233900,1787905590752233900,True,1787905590752812000,True,1787905591042062300,True,True,worker writer drained completion channel; result_ring_waits=0,True,44,1,1787905591052396500,1787905591052396500,True,-290.425,DELIVERED
agent_identity-a-39,39,1,True,1787905590802618200,1787905590802618200,True,1787905590803119200,True,1787905591103571900,True,True,worker writer drained completion channel; result_ring_waits=0,True,45,2,1787905591117562300,1787905591117562300,True,-228.915,DELIVERED
agent_identity-a-40,40,1,True,1787905590852579700,1787905590852579700,True,1787905590853091400,True,1787905591191008500,True,True,worker writer drained completion channel; result_ring_waits=0,True,47,1,1787905591202498300,1787905591202498300,True,-141.479,DELIVERED
agent_identity-a-41,41,1,True,1787905590902607600,1787905590902607600,True,1787905590903119900,True,1787905591249054000,True,True,worker writer drained completion channel; result_ring_waits=0,True,48,1,1787905591252349800,1787905591252349800,True,-83.433,DELIVERED
agent_identity-a-42,42,1,True,1787905590952339600,1787905590952339600,True,1787905590952848700,True,1787905591310367000,True,True,worker writer drained completion channel; result_ring_waits=0,True,49,2,1787905591317563100,1787905591317563100,True,-22.120,DELIVERED
agent_identity-a-43,43,1,True,1787905591002361400,1787905591002361400,True,1787905591002902200,True,1787905591361462900,True,True,worker writer drained completion channel; result_ring_waits=0,False,,,,,False,28.976,PROFILE_OVERFLOW_AFTER_PUBLIC_END
agent_identity-a-44,44,1,True,1787905591052396500,1787905591052396500,True,1787905591052908100,True,1787905591441275000,True,True,worker writer drained completion channel; result_ring_waits=0,False,,,,,False,108.788,PROFILE_OVERFLOW_AFTER_PUBLIC_END
agent_identity-a-45,45,1,True,1787905591102534600,1787905591102534600,True,1787905591103045900,True,1787905591499168800,True,True,worker writer drained completion channel; result_ring_waits=0,False,,,,,False,166.682,PROFILE_OVERFLOW_AFTER_PUBLIC_END
agent_identity-a-46,46,1,True,1787905591152494500,1787905591152494500,True,1787905591153005000,True,1787905591561701800,True,True,worker writer drained completion channel; result_ring_waits=0,False,,,,,False,229.215,PROFILE_OVERFLOW_AFTER_PUBLIC_END
agent_identity-a-47,47,1,True,1787905591202498300,1787905591202498300,True,1787905591203017100,True,1787905591590631700,True,True,worker writer drained completion channel; result_ring_waits=0,False,,,,,False,258.144,PROFILE_OVERFLOW_AFTER_PUBLIC_END
agent_identity-a-48,48,1,True,1787905591252349800,1787905591252349800,True,1787905591252859300,True,1787905591611458600,True,True,worker writer drained completion channel; result_ring_waits=0,False,,,,,False,278.971,PROFILE_OVERFLOW_AFTER_PUBLIC_END
agent_identity-a-49,49,1,True,1787905591302324100,1787905591302324100,True,1787905591302836700,True,1787905591640002100,True,True,worker writer drained completion channel; result_ring_waits=0,False,,,,,False,307.515,PROFILE_OVERFLOW_AFTER_PUBLIC_END
