causal,dummy_heavy_ops,dynamic_pir,error,framework,group,iteration,logical_actions,passed,private_delay_ms,profile_id,profile_overflow,public_sessions,resolved_not_admitted,rounds,schedule_misses,semantic_equal,silent_committed_result_loss,workflow
True,0,True,,OpenAI Agents SDK,PIR_DELAY_10,7,10,True,10,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_10,8,10,True,10,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_10,9,10,True,10,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_10,10,10,True,10,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_10,11,10,True,10,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_10,12,10,True,10,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_10,13,10,True,10,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_10,14,10,True,10,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_10,15,10,True,10,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_10,16,10,True,10,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_10,17,10,True,10,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_10,18,10,True,10,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_10,19,10,True,10,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,0,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,1,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,2,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,3,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,4,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,5,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,6,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,7,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,8,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,9,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,10,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,11,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,12,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,13,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,14,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,15,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,16,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,17,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,18,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_25,19,10,True,25,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,0,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,1,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,2,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,3,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,4,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,5,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,6,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,7,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,8,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,9,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,10,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,11,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,12,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,13,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,14,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,15,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,16,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,17,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,18,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
True,0,True,,OpenAI Agents SDK,PIR_DELAY_50,19,10,True,50,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,DYNAMIC_SEQUENCE
